Candidates,Voters,Dispersion,Voting Method,L=1,L=2,L=3,L=4,L=5,L=6,L=7
7,200,0.8,Plurality With Runoff,0.858,0.924,0.959,0.966,0.984,1.0,1.0
7,200,0.8,Coombs,0.854,0.916,0.953,0.961,0.98,1.0,1.0
7,200,0.9,Schulze,0.604,0.747,0.816,0.88,0.922,1.0,1.0
7,200,0.9,Bucklin,0.561,0.716,0.925,1.0,1.0,1.0,1.0
7,200,0.9,Plurality With Runoff,0.666,0.79,0.858,0.908,0.94,1.0,1.0
7,200,0.9,Coombs,0.582,0.71,0.788,0.844,0.89,1.0,1.0
7,200,1,Schulze,0.35,0.488,0.58,0.676,0.803,1.0,1.0
7,200,1,Bucklin,0.246,0.374,0.498,1.0,1.0,1.0,1.0
7,200,1,Plurality With Runoff,0.54,0.671,0.751,0.811,0.888,1.0,1.0
7,200,1,Coombs,0.281,0.386,0.452,0.532,0.639,1.0,1.0
7,300,0.7,Schulze,0.987,0.999,1.0,1.0,1.0,1.0,1.0
7,300,0.7,Bucklin,0.984,0.999,1.0,1.0,1.0,1.0,1.0
7,300,0.7,Plurality With Runoff,0.987,0.999,1.0,1.0,1.0,1.0,1.0
7,300,0.7,Coombs,0.987,0.999,1.0,1.0,1.0,1.0,1.0
7,300,0.8,Schulze,0.882,0.942,0.963,0.975,0.984,1.0,1.0
7,300,0.8,Bucklin,0.859,0.906,1.0,1.0,1.0,1.0,1.0
7,300,0.8,Plurality With Runoff,0.885,0.944,0.965,0.976,0.984,1.0,1.0
7,300,0.8,Coombs,0.882,0.941,0.963,0.975,0.984,1.0,1.0
7,300,0.9,Schulze,0.665,0.772,0.848,0.897,0.931,1.0,1.0
7,300,0.9,Bucklin,0.613,0.74,0.933,1.0,1.0,1.0,1.0
7,300,0.9,Plurality With Runoff,0.701,0.813,0.878,0.913,0.953,1.0,1.0
7,300,0.9,Coombs,0.647,0.758,0.831,0.867,0.913,1.0,1.0
7,300,1,Schulze,0.343,0.502,0.575,0.671,0.786,1.0,1.0
7,300,1,Bucklin,0.214,0.336,0.463,1.0,1.0,1.0,1.0
7,300,1,Plurality With Runoff,0.508,0.671,0.724,0.803,0.876,1.0,1.0
7,300,1,Coombs,0.282,0.384,0.43,0.529,0.645,1.0,1.0
7,400,0.7,Schulze,0.995,0.999,1.0,1.0,1.0,1.0,1.0
7,400,0.7,Bucklin,0.991,0.998,1.0,1.0,1.0,1.0,1.0
7,400,0.7,Plurality With Runoff,0.995,0.999,1.0,1.0,1.0,1.0,1.0
7,400,0.7,Coombs,0.995,0.999,1.0,1.0,1.0,1.0,1.0
7,400,0.8,Schulze,0.936,0.967,0.98,0.989,0.994,1.0,1.0
7,400,0.8,Bucklin,0.919,0.949,1.0,1.0,1.0,1.0,1.0
7,400,0.8,Plurality With Runoff,0.937,0.969,0.981,0.989,0.994,1.0,1.0
7,400,0.8,Coombs,0.936,0.967,0.979,0.988,0.993,1.0,1.0
7,400,0.9,Schulze,0.683,0.798,0.867,0.904,0.931,1.0,1.0
7,400,0.9,Bucklin,0.632,0.734,0.941,1.0,1.0,1.0,1.0
7,400,0.9,Plurality With Runoff,0.726,0.829,0.889,0.924,0.955,1.0,1.0
7,400,0.9,Coombs,0.671,0.789,0.854,0.889,0.922,1.0,1.0
7,400,1,Schulze,0.352,0.487,0.602,0.695,0.78,1.0,1.0
7,400,1,Bucklin,0.249,0.338,0.486,1.0,1.0,1.0,1.0
7,400,1,Plurality With Runoff,0.513,0.668,0.77,0.819,0.884,1.0,1.0
7,400,1,Coombs,0.301,0.371,0.467,0.535,0.646,1.0,1.0
7,500,0.7,Schulze,0.997,1.0,1.0,1.0,1.0,1.0,1.0
7,500,0.7,Bucklin,0.999,1.0,1.0,1.0,1.0,1.0,1.0
7,500,0.7,Plurality With Runoff,0.997,1.0,1.0,1.0,1.0,1.0,1.0
7,500,0.7,Coombs,0.997,1.0,1.0,1.0,1.0,1.0,1.0
7,500,0.8,Schulze,0.947,0.987,0.992,0.996,0.998,1.0,1.0
7,500,0.8,Bucklin,0.922,0.955,1.0,1.0,1.0,1.0,1.0
7,500,0.8,Plurality With Runoff,0.948,0.988,0.993,0.997,0.998,1.0,1.0
7,500,0.8,Coombs,0.947,0.987,0.992,0.996,0.998,1.0,1.0
7,500,0.9,Schulze,0.733,0.852,0.89,0.926,0.955,1.0,1.0
7,500,0.9,Bucklin,0.696,0.79,0.948,1.0,1.0,1.0,1.0
7,500,0.9,Plurality With Runoff,0.765,0.882,0.908,0.941,0.962,1.0,1.0
7,500,0.9,Coombs,0.724,0.839,0.882,0.914,0.938,1.0,1.0
7,500,1,Schulze,0.382,0.497,0.622,0.726,0.819,1.0,1.0
7,500,1,Bucklin,0.262,0.353,0.471,1.0,1.0,1.0,1.0
7,500,1,Plurality With Runoff,0.532,0.672,0.765,0.84,0.896,1.0,1.0
7,500,1,Coombs,0.307,0.389,0.513,0.571,0.645,1.0,1.0
7,600,0.7,Schulze,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,600,0.7,Bucklin,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,600,0.7,Plurality With Runoff,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,600,0.7,Coombs,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,600,0.8,Schulze,0.975,0.99,0.996,0.997,0.999,1.0,1.0
7,600,0.8,Bucklin,0.963,0.974,1.0,1.0,1.0,1.0,1.0
7,600,0.8,Plurality With Runoff,0.975,0.99,0.996,0.997,0.999,1.0,1.0
7,600,0.8,Coombs,0.975,0.99,0.996,0.997,0.999,1.0,1.0
7,600,0.9,Schulze,0.75,0.857,0.926,0.941,0.959,1.0,1.0
7,600,0.9,Bucklin,0.707,0.83,0.954,1.0,1.0,1.0,1.0
7,600,0.9,Plurality With Runoff,0.775,0.87,0.923,0.952,0.965,1.0,1.0
7,600,0.9,Coombs,0.742,0.852,0.911,0.932,0.951,1.0,1.0
7,600,1,Schulze,0.367,0.506,0.615,0.719,0.832,1.0,1.0
7,600,1,Bucklin,0.249,0.349,0.496,1.0,1.0,1.0,1.0
7,600,1,Plurality With Runoff,0.533,0.655,0.741,0.814,0.886,1.0,1.0
7,600,1,Coombs,0.314,0.393,0.482,0.543,0.653,1.0,1.0
7,2000,0.7,Schulze,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,2000,0.7,Bucklin,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,2000,0.7,Plurality With Runoff,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,2000,0.7,Coombs,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,2000,0.8,Schulze,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,2000,0.8,Bucklin,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,2000,0.8,Plurality With Runoff,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,2000,0.8,Coombs,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,2000,0.9,Schulze,0.912,0.96,0.983,0.991,0.998,1.0,1.0
7,2000,0.9,Bucklin,0.904,0.953,0.991,1.0,1.0,1.0,1.0
7,2000,0.9,Plurality With Runoff,0.913,0.961,0.983,0.991,0.998,1.0,1.0
7,2000,0.9,Coombs,0.912,0.96,0.983,0.991,0.998,1.0,1.0
7,2000,1,Schulze,0.407,0.522,0.618,0.712,0.837,1.0,1.0
7,2000,1,Bucklin,0.273,0.365,0.508,1.0,1.0,1.0,1.0
7,2000,1,Plurality With Runoff,0.567,0.701,0.769,0.846,0.906,1.0,1.0
7,2000,1,Coombs,0.302,0.397,0.467,0.537,0.649,1.0,1.0
